Attribute,Value
Number Critical Scenarios,337
Number Critical Scenarios (duplicate free),123
Number All Scenarios,1000
Number All Scenarios (duplicate free),371
Number Best Critical Scenarios,115
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,383
Number Best Scenarios (duplicate free),71
Ratio Critical/All scenarios,0.34
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.34
Iteration first critical found,7
Fitness value of critical (first of population of interest),[-0.999211  0.763832]
Input value of critical (first of population of interest),[7.79982  4.428414 7.303379]
