Attribute,Value
Number Critical Scenarios,871
Number Critical Scenarios (duplicate free),239
Number All Scenarios,1000
Number All Scenarios (duplicate free),307
Number Best Critical Scenarios,328
Number Best Critical Scenarios (duplicate free),56
Number Best Scenarios,341
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.87
Ratio Critical/All scenarios (duplicate free),0.78
Ratio Best Critical/Best Scenarios,0.96
Ratio Best Critical/Best Scenarios (duplicate free),0.97
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.993717  0.661991]
Input value of critical (first of population of interest),[-7.901202  2.005035 13.506808]
