Attribute,Value
Number Critical Scenarios,199
Number Critical Scenarios (duplicate free),199
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,2
Number Best Critical Scenarios (duplicate free),2
Number Best Scenarios,4
Number Best Scenarios (duplicate free),4
Ratio Critical/All scenarios,0.20
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.799126  0.      ]
Input value of critical (first of population of interest),[-5.535979  6.787002  3.060702]
