Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.419949,1.285115,3.837486,-0.987701,-1.375587
1,0.341909,0.572399,1.470579,-0.988230,-1.158558
2,0.445482,1.338157,3.384411,-0.965397,-1.430458
3,0.325239,0.757910,3.603223,-0.972841,-1.118164
4,0.419949,1.285115,3.837486,-0.987701,-1.375587
5,0.334270,1.087042,4.028496,-0.985151,-1.681349
6,0.342397,0.805425,3.496861,-0.990318,-1.159913
7,0.445482,1.338157,3.384411,-0.965397,-1.430458
8,0.456352,0.907304,2.617694,-0.778440,-1.471283
9,0.341909,0.572399,1.470579,-0.988230,-1.158558
10,0.341909,0.583450,1.562016,-0.983168,-1.158558
11,0.325239,0.757910,3.603223,-0.972841,-1.118164
12,0.325239,0.770531,3.723015,-0.927710,-1.118164
13,0.419949,1.285115,3.837486,-0.987701,-1.375587
14,0.342397,0.736343,2.950889,-0.996055,-1.159913
15,0.804772,1.306941,1.188710,-0.925627,-2.199883
16,0.334270,1.088936,4.028496,-0.985409,-1.681349
17,0.342397,0.805425,3.496861,-0.990318,-1.159913
18,0.342392,0.807199,3.466071,-0.992186,-1.159897
19,0.334270,1.087042,4.028496,-0.985151,-1.681349
20,0.342397,0.803531,3.496861,-0.989880,-1.159913
21,0.323655,0.747085,3.231818,-0.991410,-1.112602
22,0.445482,1.338157,3.384411,-0.965397,-1.430458
23,0.456352,0.911797,2.617694,-0.815585,-1.471283
24,0.456736,0.907304,2.617694,-0.784563,-1.471349
25,0.341909,0.572399,1.470579,-0.988230,-1.158558
26,0.456352,0.907304,2.617694,-0.778440,-1.471283
27,0.341909,0.583450,1.562016,-0.983168,-1.158558
28,0.325239,0.757910,3.603223,-0.972841,-1.118164
29,0.419949,1.285115,3.837486,-0.987701,-1.375587
30,0.804772,1.306941,1.188710,-0.925627,-2.199883
31,0.334270,1.088936,4.028496,-0.985409,-1.681349
32,0.336272,1.087967,4.028496,-0.983345,-1.717209
33,0.342402,0.809328,3.432315,-0.995747,-1.159941
34,0.342397,0.736233,2.900949,-0.998054,-1.159913
35,0.334270,1.087042,4.028496,-0.985151,-1.681349
36,0.342397,0.736343,2.950889,-0.996055,-1.159913
37,0.342392,0.736013,2.951501,-0.996098,-1.159897
38,0.445482,1.338157,3.384411,-0.965397,-1.430458
39,0.456352,0.911797,2.617694,-0.815585,-1.471283
40,0.456736,0.907304,2.617694,-0.784563,-1.471349
41,0.342397,0.807529,3.465458,-0.992131,-1.159913
42,0.342392,0.807199,3.466071,-0.992186,-1.159897
43,0.342392,0.807199,3.466219,-0.992186,-1.159897
44,0.456352,0.907304,2.617694,-0.778440,-1.471283
45,0.342397,0.805425,3.496861,-0.990318,-1.159913
46,0.323655,0.747085,3.231818,-0.991410,-1.112602
47,0.342397,0.803531,3.496861,-0.989880,-1.159913
48,0.419949,1.285115,3.837486,-0.987701,-1.375587
49,0.804772,1.306941,1.188710,-0.925627,-2.199883
50,0.334270,1.088936,4.028496,-0.985409,-1.681349
51,0.336272,1.087967,4.028496,-0.983345,-1.717209
52,0.342402,0.809328,3.432315,-0.995747,-1.159941
53,0.342397,0.736233,2.900949,-0.998054,-1.159913
54,0.334270,1.087042,4.028496,-0.985151,-1.681349
55,0.342397,0.736512,2.955368,-0.996100,-1.159913
56,0.334270,1.088936,4.043752,-0.984790,-1.681349
57,0.342397,0.736343,2.950889,-0.996055,-1.159913
58,0.342392,0.736013,2.951501,-0.996098,-1.159897
59,0.445482,1.338157,3.384411,-0.965397,-1.430458
60,0.456352,0.911797,2.617694,-0.815585,-1.471283
61,0.456736,0.907304,2.617694,-0.784563,-1.471349
62,0.342397,0.728390,2.900949,-0.995957,-1.159913
63,0.456352,0.907304,2.617694,-0.778440,-1.471283
64,0.342397,0.805257,3.371454,-0.995580,-1.159913
65,0.323865,0.739410,3.308705,-0.995703,-1.113464
66,0.336062,0.939289,4.028496,-0.993602,-1.144925
67,0.419949,1.285115,3.837486,-0.987701,-1.375587
68,0.804772,1.306941,1.188710,-0.925627,-2.199883
69,0.334270,1.088936,4.028496,-0.985409,-1.681349
70,0.336272,1.087967,4.028496,-0.983345,-1.717209
71,0.342402,0.809328,3.432315,-0.995747,-1.159941
72,0.342397,0.736233,2.900949,-0.998054,-1.159913
73,0.342489,0.736013,2.951501,-0.995911,-1.159929
74,0.392502,1.285115,3.890748,-0.993672,-1.290195
75,0.804772,1.306887,1.233024,-0.820881,-2.198310
76,0.334270,1.087042,4.028496,-0.985151,-1.681349
77,0.334172,1.088936,4.028496,-0.979802,-1.682435
78,0.342397,0.736512,2.955368,-0.996100,-1.159913
79,0.334270,1.088936,4.043752,-0.984790,-1.681349
80,0.342397,0.736343,2.950889,-0.996055,-1.159913
81,0.342392,0.736013,2.951501,-0.996098,-1.159897
82,0.445482,1.338157,3.384411,-0.965397,-1.430458
83,0.369206,0.810598,2.970208,-0.984557,-1.241014
84,0.456736,0.926492,2.617694,-0.924895,-1.471349
85,0.342397,0.728444,2.900949,-0.995972,-1.159913
86,0.342397,0.728390,2.900949,-0.995957,-1.159913
87,0.456736,0.907304,2.617694,-0.784563,-1.471349
88,0.419949,1.285115,3.837486,-0.987701,-1.375587
89,0.804772,1.306941,1.188710,-0.925627,-2.199883
90,0.334270,1.088936,4.028496,-0.985409,-1.681349
91,0.336272,1.087967,4.028496,-0.983345,-1.717209
92,0.342397,0.736233,2.900949,-0.998054,-1.159913
93,0.392502,1.285115,3.890748,-0.993672,-1.290195
94,0.445482,1.338157,3.486604,-0.985743,-1.430122
95,0.343477,0.736013,2.936876,-0.997819,-1.161562
96,0.804772,1.306887,1.233024,-0.820881,-2.198310
97,0.802428,1.306887,1.233024,-0.890178,-2.189080
98,0.334270,1.087042,4.028496,-0.985151,-1.681349
99,0.334172,1.088936,4.028496,-0.979802,-1.682435
100,0.342402,0.809328,3.432315,-0.995747,-1.159941
101,0.342489,0.736013,2.951501,-0.995911,-1.159929
102,0.342397,0.736512,2.955368,-0.996100,-1.159913
103,0.343433,1.136132,3.930955,-0.868828,-1.823150
