Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,1.665900,-5.568423,17.265023,0.929441,0.745291,0.000000,0
1,6.926467,3.258932,17.777394,0.563344,0.825464,0.000000,0
2,-2.338222,0.405529,2.488890,0.967723,0.789871,0.000000,0
3,6.741324,-4.933962,10.123187,0.999964,0.806963,0.000000,0
4,0.267926,-0.944568,11.040025,0.799290,0.807709,0.000000,0
5,-4.905067,2.263480,19.983574,0.402508,0.793956,0.000000,0
6,-0.978960,-7.724193,4.484694,-0.999996,0.847839,0.000000,1
7,0.725521,-1.140672,1.377272,0.975477,0.792309,0.000000,0
8,1.334503,2.583819,19.004998,0.398667,0.803492,0.000000,0
9,4.004180,4.044532,12.418163,0.905594,0.812032,0.000000,0
10,7.404961,-3.836542,6.603754,-0.999671,0.834576,0.000000,1
11,-4.414603,3.282706,17.962300,0.280638,0.771041,0.000000,0
12,-4.289443,-0.403435,9.985773,-0.729647,0.818698,0.000000,0
13,-0.549867,2.671579,9.326457,0.982859,0.774049,0.000000,0
14,0.779354,1.550412,7.200955,0.066159,0.791597,0.000000,0
15,3.386671,1.956477,15.199627,0.824373,0.817072,0.000000,0
16,2.020749,-4.049948,9.676266,0.999711,0.831677,0.000000,0
17,-5.680784,2.471233,13.065754,-0.107925,0.770600,0.000000,0
18,7.776650,3.372880,14.757374,-0.934376,0.853458,0.000000,0
19,1.847990,3.200567,19.885464,-0.421975,0.816303,0.000000,0
20,-2.818260,-7.074480,6.559132,-0.992994,0.844005,0.000000,1
21,-3.553455,0.383023,18.473170,0.096580,0.763570,0.000000,0
22,-7.789361,-1.340985,12.238134,-0.294245,0.777642,0.000000,0
23,6.748958,3.888863,10.112220,0.948513,0.743978,0.000000,0
24,-0.880642,-6.579464,8.309150,-0.881673,0.782829,0.000000,0
25,5.808619,1.831957,13.983949,0.637699,0.820163,0.000000,0
26,-0.714482,3.821166,6.566612,0.283417,0.765920,0.000000,0
27,4.334084,-4.795374,1.836448,-1.000000,0.807699,0.000000,1
28,6.943025,1.448065,12.487731,0.999971,0.818182,0.000000,0
29,1.755853,-7.490382,13.955402,0.647661,0.762138,0.000000,0
30,0.023183,-4.878550,19.616132,-0.994933,0.760384,0.000000,1
31,-0.523961,-5.539044,3.211038,0.980963,0.776974,0.000000,0
32,-5.413269,1.264462,13.695213,0.931857,0.769476,0.000000,0
33,-6.683639,-4.626459,19.356887,-0.989207,0.816716,0.000000,1
34,-6.721209,-5.707327,20.292785,-0.827101,0.757438,0.000000,0
35,-4.490813,-7.566962,10.675447,-0.303160,0.842788,0.000000,0
36,-4.197980,0.918302,15.069478,-0.669943,0.777395,0.000000,0
37,2.607488,-6.601052,18.351603,-0.999987,0.817228,0.000000,1
38,5.044594,5.529916,3.346808,0.895223,0.773145,0.000000,0
39,-4.485735,-5.281242,3.405978,0.980055,0.780392,0.000000,0
40,5.095021,-6.275868,8.021321,-0.975671,0.784413,0.000000,1
41,-7.477266,-5.547008,5.510244,-1.000000,0.831722,0.000000,1
42,-4.365641,6.264050,4.568792,0.727874,0.822653,0.000000,0
