Attribute,Value
Number Critical Scenarios,419
Number Critical Scenarios (duplicate free),119
Number All Scenarios,1000
Number All Scenarios (duplicate free),280
Number Best Critical Scenarios,294
Number Best Critical Scenarios (duplicate free),44
Number Best Scenarios,598
Number Best Scenarios (duplicate free),77
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.49
Ratio Best Critical/Best Scenarios (duplicate free),0.57
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.997718  0.706992  0.      ]
Input value of critical (first of population of interest),[4.393814 6.608931 3.557124]
