Attribute,Value
Number Critical Scenarios,327
Number Critical Scenarios (duplicate free),70
Number All Scenarios,1000
Number All Scenarios (duplicate free),255
Number Best Critical Scenarios,172
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,525
Number Best Scenarios (duplicate free),74
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.26
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999938  0.847526  0.      ]
Input value of critical (first of population of interest),[-3.131373 -6.404904  4.146391]
