Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,1.222926,7.426680,7.141144,0.888633,0.696264,0.000000,0
1,-2.243096,-5.062434,10.193594,-0.883539,0.752490,0.000000,0
2,6.467823,-6.958980,14.685244,0.919993,0.777397,0.000000,0
3,2.639583,-6.715984,5.562664,-0.055968,0.725160,0.000000,0
4,3.907078,-4.651897,5.332846,-0.910536,0.812663,0.000000,0
5,6.648636,4.925035,5.343916,-0.998526,0.759148,0.000000,1
6,-2.184563,2.371899,10.465671,-0.702796,0.719382,0.000000,0
7,4.442063,7.155328,4.805443,-0.983250,0.748205,0.000000,1
8,-7.167337,-0.476023,18.674791,-0.947261,0.737507,0.000000,0
9,-5.924824,5.935310,1.487367,-0.759482,0.777163,0.000000,0
10,-6.504863,3.987210,14.117282,0.068968,0.763067,0.000000,0
11,-3.703211,-7.418417,7.154645,-0.993780,0.770541,0.000000,1
12,4.110614,1.152517,0.184339,-0.991009,0.730920,0.000000,1
13,-4.413706,4.942915,7.326021,-0.303611,0.684942,0.000000,0
14,1.324134,-2.196020,11.382630,-0.778549,0.744626,0.000000,0
15,-7.149630,-1.546297,12.443935,-0.877009,0.713687,0.000000,0
16,7.881184,-0.876020,6.208242,0.314619,0.682702,0.000000,0
17,4.636055,-0.274457,6.703814,-0.418543,0.799890,0.000000,0
18,2.630791,0.450284,14.218741,0.473917,0.783497,0.000000,0
19,-4.072981,-1.800247,16.871653,-0.446541,0.758706,0.000000,0
20,7.488617,-6.247735,16.864645,-0.819989,0.709874,0.000000,0
21,-6.761618,-0.092122,14.915588,-0.547295,0.717270,0.000000,0
22,5.958075,-1.917464,5.384030,-0.832067,0.791397,0.000000,0
23,-1.211078,2.139265,9.082844,0.945545,0.735725,0.000000,0
24,1.450990,-3.711470,13.106760,-0.771478,0.759674,0.000000,0
25,-6.805289,-1.996095,17.558200,-0.990503,0.659691,0.000000,1
26,0.485778,7.284905,4.344181,-0.891967,0.770573,0.000000,0
27,1.187280,7.553963,12.617939,0.936257,0.754758,0.000000,0
28,3.635403,2.894961,5.384281,-0.966151,0.754902,0.000000,1
29,-6.508203,-3.141244,9.590976,-0.768181,0.778893,0.000000,0
30,-0.630895,-3.225183,3.021911,0.728395,0.781835,0.000000,0
31,4.484361,1.187651,10.370886,0.796063,0.734089,0.000000,0
32,-3.382973,5.306977,8.831431,0.975164,0.748402,0.000000,0
33,-3.773880,1.854458,9.884949,-0.756879,0.745472,0.000000,0
34,-0.231449,0.568491,1.594988,-0.753956,0.752311,0.000000,0
35,5.185742,-2.039957,5.136263,-0.887778,0.792984,0.000000,0
36,-1.210821,2.443107,8.993051,0.971930,0.733693,0.000000,0
37,-7.144483,0.215794,8.124587,-0.143898,0.812474,0.000000,0
38,-4.970459,-0.241706,5.242558,0.648154,0.743592,0.000000,0
39,2.264477,1.930235,18.994445,0.807161,0.752663,0.000000,0
40,3.128172,3.371244,6.311341,-0.950258,0.762070,0.000000,1
41,1.551836,-5.409929,13.425943,-0.945779,0.754652,0.000000,0
42,-6.914094,4.668512,12.736571,-0.909996,0.712050,0.000000,0
43,2.742702,-6.661648,3.557139,0.123376,0.747524,0.000000,0
44,-5.808150,-5.054911,9.199560,-0.990667,0.762575,0.000000,1
45,2.693477,-1.085220,3.002852,-0.998210,0.734692,0.000000,1
46,2.847623,-3.137544,12.332091,-0.961950,0.743968,0.000000,1
47,1.506148,4.113177,16.827123,0.891476,0.803302,0.000000,0
48,-0.646623,-5.506226,13.056535,-0.932024,0.736953,0.000000,0
49,0.949719,-4.878706,7.523148,0.915815,0.746432,0.000000,0
50,1.499284,0.062127,10.142568,-0.411226,0.759890,0.000000,0
51,-7.442367,-4.117503,14.212845,-0.740934,0.740188,0.000000,0
52,-0.841462,-3.359261,12.410585,-0.969529,0.730707,0.000000,1
53,2.251441,0.366955,13.947966,0.428730,0.775065,0.000000,0
54,-7.873977,-5.647050,2.987707,-0.999998,0.847224,0.000000,1
55,-0.542862,7.622301,3.203684,-0.946190,0.730229,0.000000,0
56,0.537178,4.748048,12.912496,0.377273,0.764364,0.000000,0
57,1.310522,3.247308,11.838474,-0.948739,0.766104,0.000000,0
58,2.783948,-1.425594,12.728641,-0.838581,0.759286,0.000000,0
59,-5.092355,-3.469516,1.926659,-0.880735,0.804969,0.000000,0
60,-7.318403,1.600284,5.988048,-0.005431,0.783039,0.000000,0
61,-7.647069,6.015641,18.837469,-0.996567,0.731554,0.000000,1
62,-7.851212,7.328787,3.814783,-0.999886,0.816362,0.000000,1
63,4.557093,-1.613681,5.963612,0.872357,0.689851,0.000000,0
64,6.617580,-5.736183,14.285491,-0.942064,0.721500,0.000000,0
65,-4.720575,-4.090740,5.057547,0.885866,0.770126,0.000000,0
66,-4.531738,-4.982047,10.375597,-0.741232,0.757231,0.000000,0
67,6.638896,4.416379,11.802369,-0.957501,0.756594,0.000000,1
68,-1.665390,2.773389,5.456620,-0.743928,0.727433,0.000000,0
69,-1.123375,7.250779,18.026332,0.995879,0.729157,0.000000,0
70,1.164145,0.507782,8.588921,0.417237,0.754004,0.000000,0
71,0.181783,7.980487,8.544776,0.874755,0.674697,0.000000,0
72,-6.845181,-3.362458,17.509771,-0.993981,0.708005,0.000000,1
73,1.164713,-7.387347,17.757083,-0.949980,0.723496,0.000000,0
74,-1.034335,-2.709417,7.926340,-0.484692,0.784162,0.000000,0
75,-6.522689,-6.247602,15.251957,-0.675369,0.715320,0.000000,0
76,-3.980052,5.976425,9.282195,0.990153,0.745511,0.000000,0
77,-7.424936,7.752138,0.153475,-0.885401,0.715670,0.000000,0
78,-2.380545,6.985430,7.073908,0.427613,0.693738,0.000000,0
79,-3.436949,-7.904013,6.020020,-0.104609,0.714890,0.000000,0
80,5.957405,1.891229,7.797641,0.702687,0.663858,0.000000,0
81,-6.771788,2.859875,2.166470,0.443385,0.754140,0.000000,0
82,7.781641,3.705229,18.572174,0.724242,0.731905,0.000000,0
83,0.267528,-2.765953,16.537371,-0.902272,0.717139,0.000000,0
84,-3.229324,-7.310594,17.183524,-0.991450,0.722716,0.000000,1
85,-2.123107,-4.592755,2.221419,-0.999654,0.809114,0.000000,1
86,-0.314535,-6.532271,3.130256,0.827229,0.776913,0.000000,0
87,7.125647,-2.278857,3.199987,-0.996903,0.728525,0.000000,1
88,-0.813037,-3.203134,2.513897,0.608047,0.788675,0.000000,0
89,-5.276094,1.373807,8.552834,0.949011,0.740426,0.000000,0
90,6.370013,-2.623856,18.106206,-0.896444,0.744277,0.000000,0
91,-1.135528,-4.864292,6.900884,0.092227,0.778751,0.000000,0
92,4.710346,-2.943208,10.536952,-0.915995,0.696883,0.000000,0
93,-5.700117,-3.394568,11.799424,-0.939506,0.725333,0.000000,0
94,-7.410276,-0.043499,15.685696,-0.999262,0.710819,0.000000,1
