Attribute,Value
Number Critical Scenarios,95
Number Critical Scenarios (duplicate free),95
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,18
Number Best Scenarios (duplicate free),18
Ratio Critical/All scenarios,0.10
Ratio Critical/All scenarios (duplicate free),0.10
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.61
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.998327  0.815612  0.      ]
Input value of critical (first of population of interest),[-5.387933 -6.148893  3.496154]
