Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.472005,0.927774,1.028144,-0.741968,-2.908886,0
1,0.427089,0.836442,0.999527,-0.909367,-2.726186,1
2,0.472685,0.929111,1.028144,-0.740700,-2.910236,0
3,0.486294,0.726040,0.682803,-0.997867,-2.552248,1
4,0.437826,0.840649,0.872798,-0.882953,-2.786312,1
5,0.433652,0.718340,1.260470,-0.999981,-2.389604,1
6,0.427089,0.836442,0.999037,-0.909367,-2.726186,1
7,0.472685,0.929111,1.026034,-0.740700,-2.910236,0
8,0.472005,0.927774,1.027771,-0.741968,-2.908886,0
9,0.489135,0.722353,0.748114,-0.995607,-2.565369,1
10,0.487866,0.913001,0.693205,-0.638894,-3.120097,0
11,0.437518,0.840323,0.885865,-0.901840,-2.785962,1
12,0.486294,0.905917,0.682803,-0.685508,-3.087620,0
13,0.486294,0.726031,0.682803,-0.997866,-2.552248,1
14,0.437814,0.840643,0.876034,-0.882404,-2.786230,1
15,0.437810,0.840596,0.872798,-0.882823,-2.786228,1
16,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
17,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
18,0.433652,0.718339,1.260469,-0.999981,-2.389604,1
19,0.433652,0.718339,1.260530,-0.999981,-2.389604,1
20,0.433652,0.718339,1.260469,-0.999981,-2.389604,1
21,0.433652,0.718339,1.262436,-0.999981,-2.389604,1
22,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
23,0.472685,0.929256,1.028144,-0.738558,-2.910236,0
24,0.472541,0.904613,0.879197,-0.739697,-2.889959,0
25,0.472541,0.904613,0.875799,-0.739697,-2.889959,0
26,0.489135,0.722353,0.721820,-0.995480,-2.565369,1
27,0.488286,0.913202,0.693063,-0.638360,-3.110357,0
28,0.488286,0.913202,0.693004,-0.638360,-3.110357,0
29,0.487866,0.913113,0.693205,-0.636969,-3.120097,0
30,0.437441,0.840250,0.876064,-0.886784,-2.785273,1
31,0.437518,0.841924,0.886052,-0.886159,-2.785962,1
32,0.427089,0.841179,1.021531,-0.901051,-2.726186,1
33,0.486294,0.906082,0.682803,-0.682717,-3.087620,0
34,0.486294,0.906082,0.686200,-0.682717,-3.087620,0
35,0.487866,0.913146,0.693205,-0.636406,-3.120097,0
36,0.486294,0.718644,0.686200,-0.996930,-2.552248,1
37,0.472541,0.905075,0.879127,-0.732951,-2.889959,0
38,0.437423,0.840250,0.876111,-0.886677,-2.785251,1
39,0.437515,0.841976,0.886052,-0.885574,-2.785956,1
