Attribute,Value
Number Critical Scenarios,338
Number Critical Scenarios (duplicate free),70
Number All Scenarios,1000
Number All Scenarios (duplicate free),196
Number Best Critical Scenarios,180
Number Best Critical Scenarios (duplicate free),23
Number Best Scenarios,498
Number Best Scenarios (duplicate free),42
Ratio Critical/All scenarios,0.34
Ratio Critical/All scenarios (duplicate free),0.36
Ratio Best Critical/Best Scenarios,0.36
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-1.        0.811743 -4.021898]
Input value of critical (first of population of interest),[ 2.548326 -7.151235  1.511437]
