Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.624734,0.722051,1.752010,-0.000001,-1.862194,0
1,0.925763,0.559468,0.592396,-0.000000,-2.649323,0
2,0.375863,0.949938,3.127768,-0.997721,-1.260210,0
3,0.430754,1.319904,1.673843,-0.200307,-1.393467,0
4,0.853617,0.579242,0.476820,-0.000000,-2.361130,0
5,0.392108,0.556070,1.045507,-0.672187,-1.287744,0
6,0.378387,1.844182,4.731469,-0.740569,-1.267022,0
7,0.392402,1.181873,4.239260,-0.327726,-1.289338,0
8,0.500463,1.754541,1.234329,-0.017870,-1.584056,0
9,0.615326,0.960153,2.700014,-0.000000,-1.855766,0
10,0.580070,1.528340,3.845642,-0.000000,-1.767980,0
11,0.972346,1.879149,3.780848,-0.000000,-2.559225,0
12,0.997800,1.347560,3.683158,-0.000000,-2.637447,0
13,0.415468,1.924792,4.925862,-0.127579,-1.375233,0
14,0.425647,1.569795,2.109461,-0.092953,-1.393323,0
15,0.637330,1.285258,4.248805,-0.000000,-1.878825,0
16,0.694757,1.609867,4.338930,-0.000000,-1.961435,0
17,0.783181,1.087033,3.488768,-0.000000,-2.083105,0
18,0.797900,0.509388,2.794511,-0.000000,-2.115342,0
19,0.388335,0.647371,0.043776,-0.436994,-0.208172,0
20,0.277796,1.031187,4.835582,-0.441691,-0.025862,0
21,0.396718,1.280509,3.290347,-0.324464,-0.550769,0
22,0.858503,0.642333,4.229004,-0.000000,-2.295275,0
23,0.906418,1.313214,4.629062,-0.000000,-2.591744,0
24,0.377967,1.778519,1.952938,-0.006689,-1.289151,0
25,0.214179,1.905629,4.859959,-0.007780,-0.872686,0
26,0.694788,1.646677,4.389141,-0.000000,-1.950529,0
27,0.780245,1.124276,3.717908,-0.000000,-2.075420,0
28,0.893298,1.311668,0.453506,-0.225468,-0.113096,0
29,0.362592,1.781176,3.963653,-0.285135,-0.004925,0
30,0.260247,1.583130,0.036166,-0.000008,-1.106095,0
31,0.228943,1.028295,1.889871,-0.004878,-0.909874,0
32,0.234330,1.061072,0.286101,-0.000176,-0.993572,0
33,0.585442,0.687752,3.385825,-0.000000,-1.778829,0
34,0.672241,1.385196,0.276925,-0.193088,-0.063880,0
35,0.826350,1.505234,0.422066,-0.074970,-0.088870,0
36,0.159648,0.704760,0.442640,-0.001506,-0.737493,0
37,0.163766,1.050284,2.323942,-0.000543,-0.748889,0
38,0.660122,1.598918,1.485119,-0.126300,-0.046177,0
39,0.127293,1.316020,1.825005,-0.000019,-0.732102,0
