Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.466403,1.285421,3.171045,-0.999960,-1.485817,-8.112201,1
1,0.998877,1.897436,1.801477,-0.000000,-2.877849,-11.027784,0
2,0.513762,0.797334,1.105376,-0.994843,-2.702917,-7.787286,1
3,0.999926,1.808848,0.765368,-0.419079,-4.973334,-8.945075,0
4,0.356533,1.057577,3.978176,-0.997547,-1.201243,-11.027784,1
5,0.446667,1.285421,3.350868,-0.993648,-1.434052,-11.027784,1
6,0.466381,1.285421,3.171045,-0.998527,-1.485631,-9.123920,1
7,0.477511,1.001232,1.355738,-0.639900,-2.956105,-8.251123,0
8,0.999903,1.803246,0.765677,-0.455500,-4.972870,-9.008413,0
9,0.920013,1.729110,1.385288,-0.232569,-2.629147,-9.123920,0
10,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413,1
11,0.543081,1.874755,3.172507,-0.988075,-1.684730,-9.123920,1
12,0.999947,1.897436,1.302163,-0.080924,-2.925506,-9.123920,0
13,0.476614,1.001232,1.357495,-0.611447,-2.951202,-8.574205,0
14,0.999926,1.794088,0.765368,-0.516942,-4.973334,-8.287763,0
15,0.471445,1.273612,2.698085,-0.810678,-2.774269,-7.850141,1
16,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694,1
17,0.465983,1.417274,3.228631,-0.932733,-2.727706,-8.348440,1
18,0.477413,1.001232,1.376588,-0.690662,-2.955162,-8.170891,0
19,0.502596,0.785151,1.136626,-0.972656,-2.571643,-8.945075,1
20,0.501895,1.513668,3.222215,-0.999766,-1.570214,-8.574205,1
21,0.466132,1.423571,3.222215,-0.900238,-2.721734,-8.619257,1
22,0.471445,0.984833,1.406142,-0.772498,-2.865570,-8.236179,1
23,0.471445,0.984833,1.411509,-0.794796,-2.865570,-7.973299,1
24,0.466381,1.429513,3.214998,-0.858502,-2.757824,-8.450525,1
25,0.473775,0.784395,1.258262,-0.893534,-2.471108,-9.123920,1
26,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413,1
27,0.471445,0.984565,1.411509,-0.798068,-2.865570,-7.892606,1
28,0.469604,0.984833,1.406142,-0.745915,-2.879315,-8.029470,1
29,0.471302,1.285421,2.752404,-0.862308,-2.744204,-8.450525,1
30,0.477413,1.015650,1.376588,-0.479260,-2.955162,-8.485018,0
31,0.471445,1.266462,2.710419,-0.910129,-2.745698,-8.029470,1
32,0.916566,1.803289,1.385960,-0.506484,-2.616988,-9.008413,0
33,0.999903,1.802827,0.765677,-0.458270,-4.972870,-8.485018,0
34,0.477558,1.001002,1.356053,-0.643985,-2.956032,-7.787286,0
35,0.477411,1.001225,1.394619,-0.723782,-2.933924,-8.112201,1
36,0.471445,1.273612,2.722380,-0.883803,-2.745698,-8.130219,1
37,0.476614,0.999827,1.394619,-0.720498,-2.930388,-8.316585,1
38,0.477511,1.001232,1.385185,-0.700867,-2.934342,-8.130219,1
39,0.476972,1.003467,1.421886,-0.738095,-2.911247,-7.892606,1
