Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.427089,0.836442,0.999527,-0.909367,-2.726186,1
1,0.486294,0.726040,0.682803,-0.997867,-2.552248,1
2,0.437826,0.840649,0.872798,-0.882953,-2.786312,1
3,0.433652,0.718340,1.260470,-0.999981,-2.389604,1
4,0.427089,0.836442,0.999037,-0.909367,-2.726186,1
5,0.486294,0.905917,0.682803,-0.685508,-3.087620,0
6,0.472733,0.905075,0.879127,-0.757711,-2.910779,1
7,0.489135,0.920037,0.693205,-0.547348,-3.128982,0
8,0.489135,0.920037,0.693212,-0.547348,-3.128982,0
9,0.489135,0.719027,0.724565,-0.995696,-2.565369,1
10,0.487869,0.912833,0.693205,-0.642539,-3.120668,0
11,0.437518,0.840316,0.885865,-0.901906,-2.785962,1
12,0.486294,0.726031,0.682803,-0.997866,-2.552248,1
13,0.437826,0.840656,0.872798,-0.882886,-2.786312,1
14,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
15,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
16,0.433652,0.718339,1.260469,-0.999981,-2.389604,1
17,0.433652,0.718339,1.260530,-0.999981,-2.389604,1
18,0.433652,0.718339,1.260469,-0.999981,-2.389604,1
19,0.433652,0.718339,1.262436,-0.999981,-2.389604,1
20,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
21,0.486294,0.906082,0.682803,-0.682717,-3.087620,0
22,0.486294,0.906082,0.686200,-0.682717,-3.087620,0
23,0.472685,0.928703,1.028144,-0.746690,-2.910236,1
24,0.489135,0.722353,0.748114,-0.995607,-2.565369,1
25,0.489135,0.722353,0.747571,-0.995607,-2.565369,1
26,0.487866,0.912999,0.693205,-0.638933,-3.120097,0
27,0.487856,0.913109,0.693196,-0.637011,-3.120136,0
28,0.437518,0.840323,0.885865,-0.901840,-2.785962,1
29,0.486294,0.718644,0.686200,-0.996930,-2.552248,1
30,0.487866,0.913001,0.693205,-0.638894,-3.120097,0
31,0.472685,0.929111,1.028144,-0.740700,-2.910236,1
32,0.427089,0.841179,1.021531,-0.901051,-2.726186,1
33,0.472005,0.927774,1.028144,-0.741968,-2.908886,1
34,0.437814,0.840643,0.876034,-0.882404,-2.786230,1
35,0.489135,0.722353,0.721820,-0.995480,-2.565369,1
36,0.437483,0.840323,0.885865,-0.900252,-2.785899,1
37,0.437518,0.841924,0.886052,-0.886159,-2.785962,1
38,0.437810,0.840596,0.872798,-0.882823,-2.786228,1
39,0.472005,0.927774,1.027771,-0.741968,-2.908886,1
