Attribute,Value
Number Critical Scenarios,194
Number Critical Scenarios (duplicate free),55
Number All Scenarios,1000
Number All Scenarios (duplicate free),285
Number Best Critical Scenarios,99
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,356
Number Best Scenarios (duplicate free),48
Ratio Critical/All scenarios,0.19
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.29
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.987055  0.83563   0.      ]
Input value of critical (first of population of interest),[ 4.531587 -5.075515  1.586773]
