Attribute,Value
Number Critical Scenarios,796
Number Critical Scenarios (duplicate free),219
Number All Scenarios,1000
Number All Scenarios (duplicate free),330
Number Best Critical Scenarios,262
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,297
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.80
Ratio Critical/All scenarios (duplicate free),0.66
Ratio Best Critical/Best Scenarios,0.88
Ratio Best Critical/Best Scenarios (duplicate free),0.81
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999997  0.813088]
Input value of critical (first of population of interest),[ 2.16358  -6.616414  1.730979]
