Attribute,Value
Number Critical Scenarios,59
Number Critical Scenarios (duplicate free),59
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,5
Number Best Critical Scenarios (duplicate free),5
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.06
Ratio Critical/All scenarios (duplicate free),0.06
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.795892  0.      ]
Input value of critical (first of population of interest),[5.936111 0.292778 6.77614 ]
