Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.506742,0.824284,1.417223,-0.982874,-2.568643,1
1,0.417934,0.679690,1.138544,-0.985935,-2.411098,1
2,0.369166,0.598139,1.156604,-0.996767,-1.241652,0
3,0.983864,1.456771,0.168131,-0.568825,-4.927705,0
4,0.369166,0.598139,1.157996,-0.996767,-1.241652,0
5,0.417381,0.679690,1.111423,-0.995628,-2.405199,1
6,0.592616,1.112866,1.064622,-0.744114,-3.430219,0
7,0.376578,0.612791,1.173873,-0.996570,-1.260054,0
8,0.529675,0.822581,1.138544,-0.977626,-2.640550,1
9,0.999481,1.464593,0.104933,-0.479428,-5.003755,0
10,0.997651,1.468527,0.132057,-0.533892,-4.999100,0
11,0.521425,0.796296,1.064622,-0.970050,-2.651946,1
12,0.996637,1.467083,0.132057,-0.540019,-4.995569,0
13,0.498372,0.796817,1.336115,-0.980917,-2.546660,1
14,0.417381,0.679690,1.138544,-0.994158,-2.405199,1
15,0.417381,0.679690,1.137693,-0.994158,-2.405199,1
16,0.421160,0.621976,1.138544,-0.994520,-1.376143,0
17,0.595144,1.132818,1.138544,-0.726480,-3.387917,0
18,0.595983,1.121242,1.064622,-0.706829,-3.427385,0
19,0.592616,1.119055,1.064622,-0.670436,-3.430219,0
20,0.367358,0.597104,1.305124,-0.995223,-1.235194,0
21,0.998319,1.477415,0.104933,-0.364328,-5.000096,0
22,0.998319,1.464593,0.104933,-0.462447,-5.000091,0
23,0.996689,1.468527,0.132057,-0.527094,-4.996080,0
24,0.495993,0.809741,1.360391,-0.965379,-2.602057,1
25,0.520771,0.816392,1.138544,-0.947817,-2.626680,1
26,0.529670,0.822581,1.061760,-0.903187,-2.640412,1
27,0.502390,0.807879,1.329725,-0.969868,-2.570237,1
28,0.988511,1.464927,0.158638,-0.528376,-4.958793,0
29,0.367358,1.238113,4.345868,-0.994713,-1.235194,0
30,0.997323,1.471165,0.104933,-0.398529,-4.998127,0
31,0.996637,1.468527,0.132057,-0.526915,-4.995569,0
32,0.595983,1.121246,1.064622,-0.706784,-3.427385,0
33,0.529675,0.833534,1.061227,-0.739831,-2.637252,0
34,0.520771,0.822581,1.144393,-0.896267,-2.626680,0
35,0.333238,1.166067,4.347474,-0.992626,-1.653948,0
36,0.595144,1.134262,1.138544,-0.711427,-3.387917,0
37,0.421160,0.684442,1.138544,-0.991874,-2.364061,1
38,0.495993,0.807206,1.333346,-0.965142,-2.602057,1
39,0.996835,1.456796,0.099504,-0.485886,-4.996078,0
