Attribute,Value
Number Critical Scenarios,431
Number Critical Scenarios (duplicate free),133
Number All Scenarios,1000
Number All Scenarios (duplicate free),324
Number Best Critical Scenarios,138
Number Best Critical Scenarios (duplicate free),36
Number Best Scenarios,327
Number Best Scenarios (duplicate free),75
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,0.42
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999925  0.777941]
Input value of critical (first of population of interest),[ 2.549682 -6.183497  1.557365]
