Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.388805,0.591451,0.269553,-0.980134,-2.295356
1,0.388805,0.591451,0.269553,-0.980134,-2.295356
2,0.495993,0.824284,1.417223,-0.938076,-2.602057
3,0.388805,0.591451,0.269553,-0.980134,-2.295356
4,0.495993,0.824284,1.417223,-0.938076,-2.602057
5,0.435790,0.748707,1.398762,-0.954026,-2.386300
6,0.432920,0.658325,0.412717,-0.939757,-2.356750
7,0.495993,0.824284,1.417223,-0.938076,-2.602057
8,0.435790,0.748707,1.398762,-0.954026,-2.386300
9,0.526702,0.824284,1.417223,-0.981324,-2.344764
10,0.432920,0.658325,0.412717,-0.939757,-2.356750
11,0.388805,0.591451,0.269553,-0.980134,-2.295356
12,0.407977,0.820086,2.342341,-0.928849,-2.266043
13,0.418086,0.689150,1.419437,-0.979633,-2.150623
14,0.495993,0.824284,1.417223,-0.938076,-2.602057
15,0.435790,0.748707,1.398762,-0.954026,-2.386300
16,0.526702,0.824284,1.417223,-0.981324,-2.344764
17,0.432920,0.658325,0.460814,-0.963625,-2.356750
18,0.432920,0.751056,1.416802,-0.917374,-2.387103
19,0.388805,0.591451,0.296459,-0.980139,-2.295356
20,0.432920,0.658325,0.412717,-0.939757,-2.356750
21,0.388805,0.591451,0.269553,-0.980134,-2.295356
22,0.407977,0.820086,2.342341,-0.928849,-2.266043
23,0.418086,0.689150,1.419437,-0.979633,-2.150623
24,0.495993,0.824284,1.417223,-0.938076,-2.602057
25,0.435790,0.748707,1.398762,-0.954026,-2.386300
26,0.526702,0.824284,1.417223,-0.981324,-2.344764
27,0.432920,0.658325,0.460814,-0.963625,-2.356750
28,0.495993,0.815682,1.336115,-0.928973,-2.602057
29,0.388805,0.591451,0.296459,-0.980139,-2.295356
30,0.432920,0.658325,0.412717,-0.939757,-2.356750
31,0.432920,0.751056,1.416802,-0.917374,-2.387103
32,0.388805,0.591451,0.269553,-0.980134,-2.295356
33,0.407977,0.820086,2.342341,-0.928849,-2.266043
34,0.418086,0.689150,1.419437,-0.979633,-2.150623
35,0.495993,0.824284,1.417223,-0.938076,-2.602057
36,0.435790,0.748707,1.398762,-0.954026,-2.386300
37,0.526702,0.824284,1.417223,-0.981324,-2.344764
38,0.432920,0.658325,0.460814,-0.963625,-2.356750
39,0.388482,0.591451,0.274862,-0.973950,-2.351763
40,0.495993,0.815682,1.336115,-0.928973,-2.602057
41,0.388805,0.591451,0.296459,-0.980139,-2.295356
42,0.432920,0.658325,0.412717,-0.939757,-2.356750
43,0.432920,0.751056,1.416802,-0.917374,-2.387103
44,0.388805,0.591451,0.269553,-0.980134,-2.295356
45,0.407977,0.820086,2.342341,-0.928849,-2.266043
46,0.418086,0.689150,1.419437,-0.979633,-2.150623
47,0.506742,0.824284,1.417223,-0.982874,-2.568643
48,0.417381,0.679690,1.138544,-0.994158,-2.405199
49,0.495993,0.809741,1.336115,-0.960629,-2.602057
50,0.486512,0.805981,1.417223,-0.961674,-2.485767
51,0.526702,0.824284,1.417223,-0.981324,-2.344764
52,0.432920,0.658325,0.460814,-0.963625,-2.356750
53,0.388482,0.591451,0.274862,-0.973950,-2.351763
54,0.495993,0.824284,1.417223,-0.938076,-2.602057
55,0.435790,0.748707,1.398762,-0.954026,-2.386300
56,0.388805,0.591451,0.296459,-0.980139,-2.295356
57,0.495993,0.815682,1.336115,-0.928973,-2.602057
58,0.432920,0.658325,0.412717,-0.939757,-2.356750
