Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.568697,0.994270,0.650216,-0.784347,-3.408637,-6.017173,0
1,0.947395,1.628408,0.682304,-0.624353,-4.749659,-6.650449,0
2,0.604553,1.269733,1.605436,-0.797533,-3.351220,-9.520940,0
3,0.862999,1.625222,0.888238,-0.229557,-3.714575,-9.478104,0
4,0.495393,0.673024,0.647464,-0.999908,-1.569943,-6.738685,0
5,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235,1
6,0.854159,1.629548,0.972236,-0.333310,-4.040324,-8.651235,0
7,0.869925,1.629548,0.969716,-0.495764,-4.348597,-7.951905,0
8,0.486701,0.664753,0.067294,-0.982826,-2.554587,-7.666030,1
9,0.774004,1.691896,1.710305,-0.816399,-3.216888,-6.572750,1
10,0.751105,1.680134,1.710739,-0.638175,-3.728455,-6.175048,0
11,0.870596,1.566295,0.828541,-0.432393,-4.392374,-7.951905,0
12,0.750389,1.682462,1.710305,-0.609897,-3.727295,-7.034503,0
13,0.565907,0.994270,0.649323,-0.707467,-3.402169,-7.951905,0
14,0.947395,1.877544,1.089232,-0.573770,-4.692053,-6.703499,0
15,0.604553,1.269733,1.522193,-0.578972,-3.389689,-9.478104,0
16,0.774004,1.687864,1.714788,-0.999480,-2.101649,-6.530858,1
17,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695,1
18,0.774004,1.689110,1.710305,-0.999567,-2.101649,-6.378035,1
19,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940,1
20,0.457797,1.268085,2.870694,-0.956669,-2.746171,-7.034503,1
21,0.869905,1.593140,0.917550,-0.584094,-4.348274,-6.765055,0
22,0.569667,0.994270,0.649323,-0.778584,-3.411430,-6.017173,0
23,0.600032,1.291433,1.720012,-0.847246,-3.356007,-6.378035,1
24,0.870596,1.566295,0.844534,-0.513325,-4.392374,-6.765055,0
25,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645,1
26,0.947395,1.648644,0.682304,-0.459386,-4.749659,-7.034503,0
27,0.510871,0.676050,0.058186,-0.991432,-2.662480,-6.859098,1
28,0.488534,0.662226,0.067669,-0.978532,-2.563965,-6.921990,1
29,0.568981,0.994270,0.649303,-0.753654,-3.409235,-7.034503,0
30,0.605539,1.278108,1.605436,-0.768403,-3.383018,-8.871695,0
31,0.568985,0.994270,0.650216,-0.784098,-3.409235,-6.245702,0
32,0.569628,0.994270,0.649323,-0.777772,-3.411429,-6.374024,0
33,0.751297,1.681289,1.710307,-0.632042,-3.728318,-7.001478,0
34,0.602251,1.245835,1.521106,-0.772922,-3.400246,-8.722645,0
35,0.495393,0.673024,0.086518,-0.999325,-2.576237,-6.558920,1
36,0.489114,0.664648,0.029447,-0.998124,-2.541227,-6.824522,1
37,0.600032,1.291433,1.709683,-0.796512,-3.356007,-6.558591,0
38,0.568697,0.994270,0.649323,-0.761417,-3.408637,-6.765055,0
39,0.485821,0.664753,0.065914,-0.988780,-2.551649,-7.034503,1
