Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.421433,0.897026,1.478337,-0.861687,-2.640479,1
1,0.421609,0.895399,1.463394,-0.860221,-2.653602,1
2,0.430913,0.919330,1.478337,-0.819740,-2.754226,1
3,0.521497,1.451521,2.979347,-0.999902,-1.623445,0
4,0.979990,1.481796,0.236858,-0.564361,-4.917170,0
5,0.521497,1.451521,2.978913,-0.999902,-1.623445,0
6,0.800363,1.528060,1.462128,-0.991553,-2.181416,1
7,0.430297,0.912483,1.451605,-0.856262,-2.749957,1
8,0.999188,1.478801,0.154180,-0.528109,-5.002104,0
9,0.803429,1.513357,1.461923,-0.980521,-2.193872,1
10,0.774225,1.618208,1.461624,-0.627812,-3.850359,0
11,0.521497,1.451521,2.979360,-0.999902,-1.623445,0
12,0.980669,1.483078,0.236858,-0.558029,-4.918587,0
13,0.785161,1.623006,1.681591,-0.999453,-2.125210,1
14,0.999741,1.482580,0.115501,-0.364126,-5.004845,0
15,0.792027,1.477504,1.461624,-0.998986,-2.147607,1
16,0.999741,1.482580,0.151317,-0.497420,-5.004840,0
17,0.553860,0.897026,1.478337,-0.922414,-2.536676,1
18,0.999673,1.479789,0.153953,-0.523265,-5.004186,0
19,0.564549,1.642356,2.803239,-0.811253,-3.098462,1
20,0.558274,0.897026,0.135413,-0.727035,-3.334769,0
21,0.800297,1.513357,1.454687,-0.989180,-2.180793,1
22,0.430102,0.912473,1.451523,-0.849161,-2.748802,1
23,0.430297,0.914947,1.451605,-0.826179,-2.749957,1
24,0.802731,1.513357,1.461927,-0.969345,-2.190455,1
25,0.774225,1.618221,1.461624,-0.627700,-3.850359,0
26,0.774225,1.618221,1.461263,-0.627700,-3.850359,0
27,0.521497,1.451551,2.978910,-0.999899,-1.623445,0
28,0.521497,1.451551,2.979347,-0.999899,-1.623445,0
29,0.521497,1.451551,2.978897,-0.999899,-1.623445,0
30,0.979986,1.483073,0.236858,-0.552628,-4.917170,0
31,0.785161,1.623206,1.677988,-0.999443,-2.125210,1
32,0.792027,1.454201,1.461728,-0.996338,-2.147607,1
33,0.999673,1.483081,0.153953,-0.492808,-5.004186,0
34,0.997227,1.483078,0.166234,-0.512375,-4.997579,0
35,0.982887,1.478117,0.201412,-0.515775,-4.925696,0
36,0.564549,1.643717,2.803176,-0.802046,-3.098462,1
37,0.521497,1.451721,2.975744,-0.999883,-1.623445,0
38,0.999673,1.521550,0.207756,-0.348176,-5.004186,0
39,0.774225,1.619217,1.461624,-0.619630,-3.850359,0
