Attribute,Value
Number Critical Scenarios,185
Number Critical Scenarios (duplicate free),185
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,14
Number Best Scenarios (duplicate free),14
Ratio Critical/All scenarios,0.18
Ratio Critical/All scenarios (duplicate free),0.18
Ratio Best Critical/Best Scenarios,0.79
Ratio Best Critical/Best Scenarios (duplicate free),0.79
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99984056  0.80790347  0.        ]
Input value of critical (first of population of interest),[-5.57306352 -6.88769816  2.34935181]
