Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.726233,1.419775,1.284121,-0.669117,-3.743212,-6.037558,0
1,0.621573,1.303436,2.137931,-0.980488,-1.867959,-10.308850,1
2,0.594631,1.518391,2.546067,-0.999961,-1.792185,-6.732961,1
3,0.594262,1.460579,2.499595,-0.988039,-1.790725,-10.308850,1
4,0.715224,1.416914,1.284121,-0.513422,-3.760319,-6.576264,0
5,0.594642,0.852485,0.761806,-0.779178,-2.636991,-7.935787,1
6,0.551541,0.998240,0.761806,-0.651284,-3.267877,-10.308850,0
7,0.726233,1.417386,1.270064,-0.654912,-3.743212,-8.417904,0
8,0.642884,1.858047,2.548554,-0.997619,-1.917872,-6.896531,1
9,0.642897,1.703311,2.345459,-0.683051,-3.475726,-6.738295,0
10,0.555084,1.460579,2.499595,-0.802112,-3.092711,-6.738295,1
11,0.726233,1.419775,1.275636,-0.631937,-3.743212,-10.308850,0
12,0.611206,1.550964,2.262923,-0.731144,-3.338248,-7.655255,1
13,0.622179,0.863258,0.757874,-0.935608,-2.793937,-6.359917,1
14,0.611324,1.583175,2.345421,-0.783969,-3.339285,-7.006220,1
15,0.548937,0.997852,0.780005,-0.667476,-3.241599,-7.935787,0
16,0.728820,1.419775,1.275636,-0.657392,-3.700822,-6.791926,0
17,0.594631,1.519596,2.379994,-0.883334,-3.290711,-6.732961,1
18,0.594631,1.519596,2.546067,-0.999650,-1.792185,-7.655255,1
19,0.623544,1.296577,2.135342,-0.982383,-1.869421,-8.369867,1
20,0.599138,0.852485,0.761806,-0.839545,-2.727468,-7.006220,1
21,0.601247,0.852485,0.775488,-0.897912,-2.728926,-6.896531,1
22,0.620287,0.862501,0.763976,-0.939338,-2.791105,-6.433417,1
23,0.600456,0.852483,0.820022,-0.957348,-2.731741,-6.632928,1
24,0.611324,1.583175,2.351032,-0.816601,-3.339285,-6.576264,1
25,0.602657,0.840788,0.794265,-0.975754,-2.728670,-6.263618,1
26,0.593118,0.824913,0.739135,-0.993631,-2.720741,-7.655255,1
27,0.598923,0.840788,0.764385,-0.971390,-2.725374,-7.006220,1
28,0.601114,0.845202,0.775554,-0.955639,-2.728797,-6.738295,1
29,0.594731,1.505996,2.546124,-0.999944,-1.792556,-6.935884,1
30,0.725180,1.414060,1.270064,-0.665839,-3.739224,-6.576264,0
31,0.594640,0.825202,0.761724,-0.994615,-2.723333,-6.576264,1
32,0.642897,1.881402,2.548554,-0.999884,-1.917755,-6.935884,1
33,0.611324,1.548450,2.427753,-0.998074,-1.846648,-8.417904,1
34,0.599011,0.840845,0.764385,-0.972854,-2.726697,-6.791926,1
35,0.596207,0.824913,0.739135,-0.995641,-2.724228,-6.263618,1
36,0.612783,1.548450,2.499932,-0.998696,-1.852204,-8.369867,1
37,0.598923,0.840788,0.839464,-0.990093,-2.725374,-6.896531,1
38,0.602657,0.840788,0.764385,-0.972729,-2.728670,-6.779167,1
39,0.622179,1.303436,2.137931,-0.994098,-1.868114,-8.417904,1
