Attribute,Value
Number Critical Scenarios,146
Number Critical Scenarios (duplicate free),50
Number All Scenarios,1000
Number All Scenarios (duplicate free),258
Number Best Critical Scenarios,65
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,500
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.15
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.13
Ratio Best Critical/Best Scenarios (duplicate free),0.21
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.970231  0.830401 -4.593377]
Input value of critical (first of population of interest),[-4.436436 -7.101985  1.861157]
