Attribute,Value
Number Critical Scenarios,324
Number Critical Scenarios (duplicate free),324
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.32
Ratio Best Critical/Best Scenarios,0.73
Ratio Best Critical/Best Scenarios (duplicate free),0.73
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.794273  0.      ]
Input value of critical (first of population of interest),[ 4.006567 -2.920722  2.491232]
