Attribute,Value
Number Critical Scenarios,85
Number Critical Scenarios (duplicate free),85
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,12
Number Best Scenarios (duplicate free),12
Ratio Critical/All scenarios,0.09
Ratio Critical/All scenarios (duplicate free),0.09
Ratio Best Critical/Best Scenarios,0.58
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999998  0.806927  0.      ]
Input value of critical (first of population of interest),[-0.546828  6.351135  3.683152]
