Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.834256,1.418337,0.660262,-0.554279,-4.351011,-12.718929,0
1,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929,1
2,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929,1
3,0.322581,0.864655,3.957797,-0.997990,-1.108396,-12.718929,1
4,0.354554,1.198985,4.370186,-0.995460,-1.195071,-12.718929,1
5,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211,1
6,0.869435,1.492520,0.674719,-0.475974,-4.388977,-12.552452,0
7,0.639530,1.484298,2.263340,-0.989511,-1.907748,-12.552452,1
8,0.354559,1.197514,4.522029,-0.999352,-1.195071,-12.552452,1
9,0.356998,1.044148,4.005900,-0.993797,-1.203200,-12.450857,1
10,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512,1
11,0.856698,1.439449,0.636280,-0.646398,-4.355976,-12.406512,0
12,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512,1
13,0.354559,1.197514,4.464137,-0.999961,-1.195071,-12.406512,1
14,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709,1
15,0.869435,1.484551,0.674719,-0.548721,-4.388977,-12.242709,0
16,0.355921,1.197514,4.464137,-0.995196,-1.199529,-12.242709,1
17,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709,1
18,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053,1
19,0.853231,1.420917,0.636280,-0.736358,-4.382289,-12.361053,1
20,0.307675,0.904023,4.220439,-0.998879,-1.077821,-12.552452,1
21,0.354559,1.200975,4.464137,-0.999786,-1.195071,-12.242709,1
22,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578,1
23,0.856180,1.457353,0.655576,-0.549462,-4.355263,-12.406512,0
24,0.851559,1.492520,0.655586,-0.245308,-3.917154,-12.718929,0
25,0.854881,1.505750,0.733783,-0.405514,-4.235446,-12.552452,0
26,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929,1
27,0.854881,1.504755,0.662360,-0.246777,-3.914718,-12.718929,0
28,0.639530,1.492267,2.263340,-0.989218,-1.907748,-12.242709,1
29,0.521024,1.589504,2.988476,-0.608162,-2.976728,-12.406512,0
30,0.855337,1.443274,0.653317,-0.658734,-4.352443,-12.361053,0
31,0.650902,0.885312,0.627697,-0.766032,-2.828476,-12.361053,1
32,0.356382,1.045358,4.005900,-0.992731,-1.200934,-12.118211,1
33,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857,1
34,0.851559,1.455952,0.655586,-0.464372,-4.312516,-12.450857,0
35,0.596464,0.799273,0.463939,-0.959221,-2.722206,-12.450857,1
36,0.356889,0.990616,3.956808,-0.991527,-1.202822,-12.406512,1
37,0.326171,0.962538,4.361109,-0.996513,-1.119637,-12.552452,1
38,0.332237,1.197514,4.505863,-0.982690,-1.621253,-12.433805,1
39,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578,1
