Attribute,Value
Number Critical Scenarios,233
Number Critical Scenarios (duplicate free),67
Number All Scenarios,1000
Number All Scenarios (duplicate free),267
Number Best Critical Scenarios,142
Number Best Critical Scenarios (duplicate free),28
Number Best Scenarios,532
Number Best Scenarios (duplicate free),73
Ratio Critical/All scenarios,0.23
Ratio Critical/All scenarios (duplicate free),0.25
Ratio Best Critical/Best Scenarios,0.27
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999934  0.837627 -2.738506]
Input value of critical (first of population of interest),[ 4.872203 -7.092789  3.605921]
