Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.801454,1.339427,0.496677,-0.308506,-3.975227,-10.734127,0
1,0.628023,0.904871,1.011798,-0.952368,-2.735746,-4.659980,1
2,0.837073,1.343878,0.470351,-0.685254,-4.416853,-5.566342,0
3,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178,1
4,0.356607,0.976189,3.671954,-0.996765,-1.201478,-11.557674,1
5,0.459268,0.717810,1.335597,-0.999976,-1.473404,-5.140538,1
6,0.808212,1.302646,0.500158,-0.753525,-4.262117,-5.695956,1
7,0.608813,1.170775,1.024903,-0.350566,-3.394560,-11.805178,0
8,0.823965,1.343878,0.468615,-0.479598,-4.312115,-9.760573,0
9,0.626967,1.184622,1.091699,-0.728934,-3.510279,-8.056400,1
10,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178,1
11,0.460493,0.729991,1.290941,-0.998533,-1.474387,-9.760573,1
12,0.628023,0.910638,1.011798,-0.918785,-2.808140,-9.760573,1
13,0.801454,1.335670,0.483979,-0.311318,-3.975227,-10.288119,0
14,0.628177,0.907710,1.002637,-0.933981,-2.808256,-6.504091,1
15,0.801454,1.330402,0.483979,-0.347030,-4.023037,-9.831452,0
16,0.628383,0.910638,1.017713,-0.926117,-2.808285,-4.659980,1
17,0.637249,1.192977,1.019151,-0.601263,-3.607299,-9.760573,0
18,0.823965,1.324950,0.468615,-0.623573,-4.390444,-6.504091,0
19,0.638017,1.185472,1.019431,-0.701042,-3.608991,-8.912735,1
20,0.393598,0.649334,1.597562,-0.997414,-1.294499,-11.244159,1
21,0.550220,0.720821,0.036306,-0.968167,-2.670448,-9.406525,1
22,0.809181,1.302646,0.485860,-0.703688,-4.296444,-4.854797,1
23,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159,1
24,0.637269,1.185472,1.019431,-0.670086,-3.573904,-8.925678,0
25,0.637249,1.185472,1.019151,-0.668879,-3.573957,-10.981856,0
26,0.823226,1.325850,0.483979,-0.657250,-4.388256,-9.444857,0
27,0.628023,0.907710,1.019151,-0.928913,-2.725962,-10.288119,1
28,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806,1
29,0.823226,1.325840,0.483979,-0.657332,-4.388256,-8.912735,0
30,0.628023,0.907710,1.025516,-0.940783,-2.735746,-8.112993,1
31,0.628211,0.910638,1.011798,-0.923962,-2.808273,-5.325216,1
32,0.554742,0.724322,0.165257,-0.996106,-2.605811,-8.641387,1
33,0.540101,0.712933,0.162806,-0.980527,-2.638286,-5.566342,1
34,0.536055,0.712933,0.162806,-0.971949,-2.625325,-9.760573,1
35,0.459268,0.718050,1.335597,-0.999859,-1.473404,-9.444857,1
36,0.554621,0.721231,0.152324,-0.992052,-2.605837,-8.255754,1
37,0.628023,0.907710,1.002637,-0.931061,-2.808140,-8.495198,1
38,0.633952,1.185472,1.024604,-0.616711,-3.530221,-11.734806,0
39,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806,1
