Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.982883,1.572898,1.353947,-0.000538,-2.856548,-0.000000,0
1,0.352692,1.104969,3.555910,-0.737707,-1.881077,-0.000000,1
2,0.967941,1.802099,4.448607,-0.000000,-2.798533,-0.000000,0
3,0.917390,1.398565,1.573069,-0.000004,-2.619526,-0.000000,0
4,0.804556,1.339427,1.867511,-0.000510,-2.186260,-0.000000,0
5,0.553024,0.728940,0.551334,-0.622556,-0.019309,-0.000000,0
6,0.746902,0.846390,0.046271,-0.572161,-0.049978,-0.000000,0
7,0.638944,1.185472,1.019151,-0.528458,-1.793037,-0.000000,0
8,0.827437,1.755725,3.149757,-0.000000,-2.360777,-0.000000,0
9,0.899424,1.227497,2.742177,-0.000000,-2.522877,-0.000000,0
10,0.599079,0.544808,1.427928,-0.000000,-1.806757,-0.000000,0
11,0.642935,0.878012,3.020653,-0.000000,-1.909760,-0.000000,0
12,0.283408,1.488814,4.007951,-0.105533,-1.016075,-0.000000,0
13,0.260613,0.647296,0.174310,-0.249077,-0.954517,-0.000000,0
14,0.340421,0.707761,1.715261,-0.503684,-0.000250,-0.000000,0
15,0.589436,1.263079,2.783914,-0.032264,-1.774939,-0.000000,0
16,0.537614,0.965990,0.853385,-0.424565,-0.087982,-0.000000,0
17,0.663603,1.046752,3.632110,-0.000000,-1.950276,-0.000000,0
18,0.765230,1.961080,4.954666,-0.000000,-2.000442,-0.000000,0
19,0.950574,0.676109,3.330630,-0.000000,-2.499702,-0.000000,0
20,0.874269,1.403372,0.632027,-0.248207,-0.120520,-0.000000,0
21,0.440079,1.471577,2.916188,-0.217743,-0.131366,-0.000000,0
22,0.307507,1.973042,2.520353,-0.001965,-1.132920,-0.000000,0
23,0.489030,1.158971,4.627164,-0.000000,-1.532818,-0.000000,0
24,0.434745,1.893897,0.373578,-0.000200,-1.475015,-0.000000,0
25,0.154498,0.805851,3.903129,-0.007450,-0.687990,-0.000000,0
26,0.386450,1.616811,4.151418,-0.359489,-0.047924,-0.000000,0
27,0.706631,0.503469,3.831236,-0.000000,-1.925347,-0.000000,0
28,0.719316,1.546540,0.877835,-0.107618,-0.125960,-0.000000,0
29,0.507969,1.681654,2.422681,-0.188513,-0.076805,-0.000000,0
30,0.210309,1.077411,2.025353,-0.001739,-0.889259,-0.000000,0
31,0.216391,1.861254,3.439022,-0.000795,-0.920291,-0.000000,0
32,0.255245,1.730601,1.875629,-0.000207,-1.027344,-0.000000,0
33,0.480221,0.916589,4.836712,-0.000000,-1.508842,-0.000000,0
34,0.406089,0.785629,4.578086,-0.000000,-1.318873,-0.000000,0
35,0.141175,0.606886,2.219806,-0.003865,-0.621923,-0.000000,0
36,0.796178,1.828272,1.127145,-0.096911,-0.060821,-0.000000,0
37,0.172100,1.310430,2.282515,-0.000180,-0.820769,-0.000000,0
38,0.104263,1.019545,4.352007,-0.000663,-0.542480,-0.000000,0
39,0.848146,1.657604,0.490895,-0.063123,-0.040842,-0.000000,0
