Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.801454,1.339427,0.496677,-0.308506,-3.975227,-10.734127,0
1,0.637249,1.185472,1.019151,-0.668879,-3.573957,-10.981856,0
2,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856,1
3,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178,1
4,0.608813,1.170775,1.024903,-0.350566,-3.394560,-11.805178,0
5,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178,1
6,0.356607,0.976189,3.671954,-0.996765,-1.201478,-11.557674,1
7,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806,1
8,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806,1
9,0.633952,1.185472,1.024604,-0.616711,-3.530221,-11.734806,0
10,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806,1
11,0.393598,0.649334,1.597562,-0.997414,-1.294499,-11.244159,1
12,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159,1
13,0.389842,0.711126,1.715261,-0.997137,-2.358669,-8.440141,1
14,0.628023,0.907710,1.019151,-0.928913,-2.725962,-10.288119,1
15,0.801454,1.335670,0.483979,-0.311318,-3.975227,-10.288119,0
16,0.628023,0.907710,1.025516,-0.940783,-2.735746,-8.112993,1
17,0.637269,1.185472,1.019431,-0.670086,-3.573904,-8.925678,0
18,0.823965,1.337659,0.469725,-0.524867,-4.341463,-8.925678,0
19,0.554621,0.721231,0.152324,-0.992052,-2.605837,-8.255754,1
20,0.628023,0.907710,1.002637,-0.931061,-2.808140,-8.495198,1
21,0.822684,1.325850,0.483979,-0.651508,-4.387514,-8.495198,0
22,0.554742,0.724322,0.165257,-0.996106,-2.605811,-8.641387,1
23,0.535748,0.758945,0.504139,-0.963214,-2.623994,-8.641387,1
24,0.459268,0.718050,1.335596,-0.999859,-1.473404,-8.641387,1
25,0.826856,1.339728,0.484280,-0.564192,-4.349210,-8.641387,0
26,0.823965,1.326159,0.468615,-0.613393,-4.390444,-8.056400,0
27,0.626967,1.184622,1.091699,-0.728934,-3.510279,-8.056400,1
28,0.404645,0.725398,1.715261,-0.987051,-2.217844,-8.056400,1
29,0.993444,0.729858,4.791421,-0.000000,-2.895423,-11.805178,0
30,0.356607,0.963285,3.655514,-0.996457,-1.201478,-8.925678,1
31,0.822666,1.325850,0.483979,-0.651508,-4.387514,-8.056400,0
32,0.459268,0.712841,1.335596,-0.998893,-1.473404,-8.495198,1
33,0.989863,0.718125,1.608000,-0.000000,-2.870658,-11.805178,0
34,0.801454,1.337659,0.469725,-0.259116,-3.869584,-10.288119,0
35,0.631841,1.184622,1.021725,-0.593417,-3.523279,-11.244159,0
36,0.813708,1.339424,0.484280,-0.446360,-4.250641,-8.925678,0
37,0.637269,1.185472,1.015277,-0.670086,-3.573904,-8.255754,0
38,0.801454,1.377597,0.496677,-0.130393,-3.330028,-11.734806,0
39,0.548896,0.759250,0.504139,-0.961001,-2.603908,-8.255754,1
