Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.449545,1.063804,3.239491,-0.658701,-1.444207,-0.000000,0
1,0.604535,1.288364,1.522193,-0.406261,-3.052734,-0.000000,0
2,0.399048,0.662405,0.059960,-0.447775,-0.098088,-0.000000,0
3,0.234721,0.566175,3.666375,-0.329726,-0.892609,-0.000000,0
4,0.546485,1.000848,0.649323,-0.282173,-2.738987,-0.000000,0
5,0.509036,1.625222,0.888238,-0.014445,-1.603102,-0.000000,0
6,0.351576,0.929925,1.663643,-0.275794,-0.252299,-0.000000,0
7,0.995637,1.443854,0.224364,-0.250065,-0.690751,-0.000000,0
8,0.906746,0.843313,2.230209,-0.000000,-2.522243,-0.000000,0
9,0.862696,1.286463,1.494757,-0.000195,-2.402956,-0.000000,0
10,0.282684,1.697310,4.478773,-0.113842,-1.015005,-0.000000,0
11,0.487609,0.632402,1.350201,-0.023061,-1.551331,-0.000000,0
12,0.561177,1.055045,2.655138,-0.007702,-1.728771,-0.000000,0
13,0.922250,0.696770,4.522716,-0.000000,-2.643749,-0.000000,0
14,0.934625,1.166143,3.259031,-0.000000,-2.447803,-0.000000,0
15,0.956441,0.608640,2.764549,-0.000000,-2.518594,-0.000000,0
16,0.830171,1.724655,2.309037,-0.000002,-2.264794,-0.000000,0
17,0.160412,0.832529,4.311287,-0.009989,-0.708769,-0.000000,0
18,0.425163,1.485158,4.697953,-0.002708,-1.382995,-0.000000,0
19,0.313600,1.199445,1.148671,-0.004389,-1.143217,-0.000000,0
20,0.865558,1.526039,4.030204,-0.000000,-2.320076,-0.000000,0
21,0.717729,1.216646,2.577735,-0.000000,-2.043686,-0.000000,0
22,0.804979,1.591895,3.479893,-0.000000,-2.215235,-0.000000,0
23,0.793756,0.877602,1.997289,-0.000000,-2.201580,-0.000000,0
24,0.379840,1.746363,1.083811,-0.000878,-1.310057,-0.000000,0
25,0.131259,0.774712,1.812432,-0.000938,-0.651412,-0.000000,0
26,0.676809,1.960125,3.515150,-0.000000,-1.980819,-0.000000,0
27,0.757152,1.867638,3.836468,-0.000000,-2.085522,-0.000000,0
28,0.687764,0.745203,2.424741,-0.000000,-2.005743,-0.000000,0
29,0.345386,1.417496,0.383320,-0.000346,-1.246938,-0.000000,0
30,0.625732,1.775534,4.176333,-0.000000,-1.859437,-0.000000,0
31,0.746484,1.349840,3.941918,-0.000000,-2.047895,-0.000000,0
32,0.272049,1.995587,0.300377,-0.000005,-1.137543,-0.000000,0
33,0.237546,1.844118,2.096098,-0.000132,-0.993026,-0.000000,0
34,0.479621,0.972611,4.783283,-0.000000,-1.507549,-0.000000,0
35,0.582279,1.102303,4.975494,-0.000000,-1.657341,-0.000000,0
36,0.640843,0.525807,2.962688,-0.000000,-1.908731,-0.000000,0
37,0.203688,1.918415,0.848335,-0.000003,-0.997225,-0.000000,0
38,0.187527,1.565926,0.558089,-0.000004,-0.940144,-0.000000,0
39,0.112960,1.382433,3.059088,-0.000049,-0.649540,-0.000000,0
40,0.427674,1.485158,3.832600,-0.990684,-1.381311,-9.478104,0
41,0.449545,1.069076,3.225053,-0.718523,-1.444207,-9.478104,0
42,0.604553,1.269733,1.522193,-0.578972,-3.389689,-9.478104,0
43,0.862999,1.625222,0.888238,-0.229557,-3.714575,-9.478104,0
44,0.449545,1.063804,3.239491,-0.658701,-1.444207,-0.000000,0
45,0.604535,1.288364,1.522193,-0.406261,-3.052734,-0.000000,0
46,0.399048,0.635079,0.170947,-0.502651,-2.417726,-9.478104,0
47,0.546485,1.000848,0.663506,-0.311017,-2.914595,-9.478104,0
48,0.351576,0.772871,1.663612,-0.508290,-0.044955,-9.478104,0
49,0.399048,0.662405,0.059960,-0.447775,-0.098088,-0.000000,0
50,0.354248,1.216646,2.583657,-0.418283,-1.187128,-9.478104,0
51,0.546485,1.000848,0.649323,-0.282173,-2.738987,-0.000000,0
52,0.951623,1.216646,2.793364,-0.000000,-2.509813,-9.478104,0
53,0.469204,1.063804,3.215499,-0.215858,-1.496278,-9.478104,0
54,0.831316,1.288364,2.334508,-0.000000,-2.274817,-9.478104,0
55,0.956441,0.608640,2.838363,-0.000000,-2.518594,-9.478104,0
56,0.546485,1.000848,0.572869,-0.211376,-2.003366,-9.478104,0
57,0.715057,0.929925,1.657722,-0.000034,-2.049264,-9.478104,0
58,0.234721,0.566175,3.617501,-0.348962,-0.892609,-9.478104,0
59,0.906746,0.843313,2.230209,-0.000000,-2.522243,-0.000000,0
60,0.862696,1.286463,1.494757,-0.000195,-2.402956,-0.000000,0
61,0.922250,0.696770,4.522716,-0.000000,-2.643749,-0.000000,0
62,0.868704,1.534678,4.030204,-0.000000,-2.329621,-9.478104,0
63,0.734147,1.867638,3.822313,-0.000000,-2.083352,-9.478104,0
64,0.807250,1.914574,3.559012,-0.000000,-2.244649,-9.478104,0
65,0.845899,1.526039,4.054196,-0.000000,-2.253691,-9.478104,0
66,0.788050,1.057554,2.655453,-0.000000,-2.193634,-9.478104,0
67,0.546466,1.019479,0.649323,-0.192095,-1.513085,-9.478104,0
68,0.566882,0.875093,1.996974,-0.027639,-1.745300,-9.478104,0
69,0.607512,1.288364,3.358240,-0.000000,-1.836234,-9.478104,0
70,0.226534,0.529285,3.004814,-0.258182,-0.852544,-9.478104,0
