Attribute,Value
Number Critical Scenarios,308
Number Critical Scenarios (duplicate free),308
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,8
Number Best Scenarios (duplicate free),8
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.88
Ratio Best Critical/Best Scenarios (duplicate free),0.88
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999997  0.81988   0.      ]
Input value of critical (first of population of interest),[-0.976889  5.767344  6.356786]
