Attribute,Value
Number Critical Scenarios,317
Number Critical Scenarios (duplicate free),65
Number All Scenarios,1000
Number All Scenarios (duplicate free),250
Number Best Critical Scenarios,196
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,562
Number Best Scenarios (duplicate free),69
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.26
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.36
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.984178  0.765803 -3.285095]
Input value of critical (first of population of interest),[5.892894 1.983004 7.266532]
